"Story","Title","Result","Date","Stability","Duration (s)"
"Login","POST - Login with valid credential","FAILURE","2023-05-29T14:58:26.5670421+07:00[Asia/Jakarta]","0.0","1.03"
"Login","POST - Login without payload","SUCCESS","2023-05-29T14:58:29.7654418+07:00[Asia/Jakarta]","0.0","1.32"
