"Story","Title","Result","Date","Stability","Duration (s)"
"Order","POST - Add new orders","FAILURE","2023-05-29T14:58:46.6896463+07:00[Asia/Jakarta]","0.0","0.49"
"Order","GET - Get all order","FAILURE","2023-05-29T14:58:47.2787229+07:00[Asia/Jakarta]","0.0","0.67"
"Order","GET - Get all order without login","SUCCESS","2023-05-29T14:58:48.014812+07:00[Asia/Jakarta]","0.0","0.38"
