"Story","Title","Result","Date","Stability","Duration (s)"
"Rating","POST - Give product rating","FAILURE","2023-05-29T14:58:48.5328795+07:00[Asia/Jakarta]","0.0","0.82"
"Rating","POST - Give product rating out of bond","FAILURE","2023-05-29T14:58:49.4624964+07:00[Asia/Jakarta]","0.0","0.56"
