"Story","Title","Result","Date","Stability","Duration (s)"
"Register","POST - Register with valid data","SUCCESS","2023-05-29T14:58:18.8420175+07:00[Asia/Jakarta]","0.0","1.53"
"Register","POST - Register with existed account","FAILURE","2023-05-29T14:58:23.8912064+07:00[Asia/Jakarta]","0.0","1.37"
