"Story","Title","Result","Date","Stability","Duration (s)"
"Register","POST - Register with existed account","FAILURE","2023-05-29T14:58:23.8912064+07:00[Asia/Jakarta]","0.0","1.37"
"Login","POST - Login with valid credential","FAILURE","2023-05-29T14:58:26.5670421+07:00[Asia/Jakarta]","0.0","1.03"
"User Information","GET - Get user information","FAILURE","2023-05-29T14:58:31.5876728+07:00[Asia/Jakarta]","0.0","2.18"
